City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Christchurch,NZ,2020-07-09 16:12:11,-43.53,172.63,36.0,86,46,1.12
305,Taltal,CL,2020-07-09 16:16:55,-25.4,-70.48,69.13,34,0,3.69
306,Laibin,CN,2020-07-09 16:16:56,23.7,109.27,81.09,83,100,7.81
307,Mbekenyera,TZ,2020-07-09 16:16:56,-10.0,38.98,73.78,72,23,7.0
308,College,US,2020-07-09 16:15:45,64.86,-147.8,53.6,93,75,2.17
309,Inhambane,MZ,2020-07-09 16:16:56,-23.86,35.38,73.4,69,20,4.7
310,Launceston,AU,2020-07-09 16:16:57,-41.45,147.17,42.01,100,64,1.39
311,Nouadhibou,MR,2020-07-09 16:16:57,20.93,-17.03,87.8,48,0,16.11
312,Smolenka,RU,2020-07-09 16:16:57,52.14,113.5,68.0,82,100,6.71
313,Coihaique,CL,2020-07-09 16:16:57,-45.58,-72.07,35.6,93,90,6.93
314,Severo-Kurilsk,RU,2020-07-09 16:16:57,50.68,156.12,48.69,94,100,16.58
315,Maraa,BR,2020-07-09 16:16:58,-1.83,-65.37,88.21,60,7,3.74
316,Jimeta,NG,2020-07-09 16:16:58,9.28,12.47,92.75,48,45,4.36
317,Jilin,CN,2020-07-09 16:16:58,43.0,126.0,62.92,73,0,3.65
318,Constitucion,CL,2020-07-09 16:16:47,-35.33,-72.42,53.67,53,97,3.96
319,Sioux Lookout,CA,2020-07-09 16:16:59,50.1,-91.92,69.8,83,90,9.17
320,Asau,RO,2020-07-09 16:16:59,46.43,26.4,73.0,69,77,2.37
321,Sabha,LY,2020-07-09 16:16:59,27.04,14.43,97.7,11,0,11.34
322,Soyo,AO,2020-07-09 16:16:59,-6.13,12.37,78.8,74,75,6.93
323,Bambanglipuro,ID,2020-07-09 16:16:59,-7.95,110.28,75.42,85,33,7.52
324,Rassvet,RU,2020-07-09 16:17:00,46.83,40.75,73.76,65,6,9.17
325,Saint-Augustin,CA,2020-07-09 16:17:00,51.23,-58.65,57.04,92,100,15.05
326,Saint-Pierre,RE,2020-07-09 16:16:17,-21.34,55.48,69.8,83,75,20.8
327,Illela,NG,2020-07-09 16:17:00,13.73,5.3,99.01,27,17,7.52
328,Batemans Bay,AU,2020-07-09 16:17:00,-35.72,150.18,46.0,92,100,4.0
329,Kruisfontein,ZA,2020-07-09 16:17:01,-34.0,24.73,61.09,55,56,13.62
330,Dum Dum,AU,2020-07-09 16:17:01,-28.38,153.36,57.2,100,75,5.82
331,Ekhabi,RU,2020-07-09 16:17:01,53.51,142.97,49.86,98,100,4.97
332,Inverell,AU,2020-07-09 16:17:01,-29.78,151.12,53.01,91,100,5.14
333,Evanston,US,2020-07-09 16:17:02,42.04,-87.69,91.0,55,20,8.05
334,Heihe,CN,2020-07-09 16:17:02,50.24,127.49,69.8,68,40,4.47
335,Hualmay,PE,2020-07-09 16:17:02,-11.1,-77.61,66.4,66,54,9.91
336,Port Augusta,AU,2020-07-09 16:17:02,-32.5,137.77,42.8,50,100,3.36
337,Keokuk,US,2020-07-09 16:17:02,40.4,-91.38,84.2,79,1,9.17
338,Pacific Grove,US,2020-07-09 16:14:50,36.62,-121.92,57.2,82,90,3.47
339,Olafsvik,IS,2020-07-09 16:17:03,64.89,-23.71,52.36,69,56,11.39
340,Waterloo,CA,2020-07-09 16:13:59,43.47,-80.52,89.01,52,1,8.05
341,Tabuk,PH,2020-07-09 16:17:04,17.42,121.44,76.59,87,100,2.28
342,Birjand,IR,2020-07-09 16:17:04,32.87,59.22,84.2,9,0,11.41
343,Meulaboh,ID,2020-07-09 16:15:56,4.14,96.13,78.75,80,100,6.02
344,Carutapera,BR,2020-07-09 16:17:05,-1.2,-46.02,85.44,70,4,7.11
345,Gushikawa,JP,2020-07-09 16:17:05,26.35,127.87,82.4,88,1,9.17
346,Boyolangu,ID,2020-07-09 16:17:05,-8.12,111.89,74.61,84,73,4.88
347,Polson,US,2020-07-09 16:12:42,47.69,-114.16,63.0,62,0,2.04
348,General Roca,AR,2020-07-09 16:17:05,-39.03,-67.58,50.0,43,100,8.05
349,Luanda,AO,2020-07-09 16:17:06,-8.84,13.23,75.2,73,40,8.05
350,Tual,ID,2020-07-09 16:17:06,-5.67,132.75,79.21,85,93,20.07
351,Charters Towers,AU,2020-07-09 16:17:06,-20.1,146.27,59.36,95,14,9.51
352,San Juan,AR,2020-07-09 16:17:07,-31.54,-68.54,56.55,37,65,10.31
353,Saint-Joseph,RE,2020-07-09 16:17:07,-21.37,55.62,69.8,83,75,20.8
354,Tabou,CI,2020-07-09 16:17:07,4.42,-7.35,78.1,83,93,12.57
355,Muisne,EC,2020-07-09 16:15:52,0.6,-80.03,76.26,87,99,11.21
356,Kunnamangalam,IN,2020-07-09 16:17:07,11.3,75.88,77.0,88,75,5.82
357,Fatsa,TR,2020-07-09 16:17:08,41.03,37.5,75.2,78,75,14.99
358,Polyarnyy,RU,2020-07-09 16:17:08,69.2,33.45,57.2,82,40,15.66
359,Cap Malheureux,MU,2020-07-09 16:17:08,-19.98,57.61,71.01,64,38,5.01
360,Zimmi,SL,2020-07-09 16:17:09,7.32,-11.31,78.12,88,78,7.34
361,Dubbo,AU,2020-07-09 16:17:09,-32.25,148.62,44.6,87,100,6.93
362,Paamiut,GL,2020-07-09 16:17:09,61.99,-49.67,45.84,87,93,27.92
363,Nha Trang,VN,2020-07-09 16:17:09,12.25,109.18,86.0,79,20,9.17
364,Salta,AR,2020-07-09 16:17:04,-24.79,-65.41,57.2,47,0,4.7
365,Usogorsk,RU,2020-07-09 16:17:10,63.41,48.69,87.08,41,27,7.63
366,Camacupa,AO,2020-07-09 16:17:10,-12.02,17.48,76.59,26,0,3.6
367,Wanning,CN,2020-07-09 16:17:11,18.8,110.4,82.26,86,98,12.73
368,Sur,OM,2020-07-09 16:17:11,22.57,59.53,90.63,50,100,14.65
369,Uige,AO,2020-07-09 16:17:11,-7.61,15.06,80.6,57,20,9.17
370,Cabedelo,BR,2020-07-09 16:17:11,-6.98,-34.83,80.6,78,75,13.87
371,Bashtanka,UA,2020-07-09 16:17:11,47.41,32.44,75.22,41,0,7.23
372,Malinovoye Ozero,RU,2020-07-09 16:17:12,51.68,79.78,74.89,60,22,5.21
373,Saint George,US,2020-07-09 16:13:45,37.1,-113.58,82.99,8,1,3.36
374,Kayes,ML,2020-07-09 16:17:12,14.0,-11.0,95.0,50,32,11.41
375,Toamasina,MG,2020-07-09 16:17:12,-18.17,49.38,71.6,78,40,9.17
376,Mahibadhoo,MV,2020-07-09 16:15:13,3.78,72.97,84.2,72,100,7.83
377,Adiake,CI,2020-07-09 16:17:13,5.29,-3.3,82.4,78,20,11.41
378,Wanaka,NZ,2020-07-09 16:13:14,-44.7,169.15,32.0,85,9,2.28
379,Hernani,ES,2020-07-09 16:17:13,43.27,-1.98,75.2,73,40,9.17
380,Koumac,NC,2020-07-09 16:17:13,-20.57,164.28,65.1,75,2,5.88
381,Antofagasta,CL,2020-07-09 16:17:14,-23.65,-70.4,57.2,76,75,5.82
382,Makakilo City,US,2020-07-09 16:17:14,21.35,-158.09,77.0,78,20,3.36
383,Vung Tau,VN,2020-07-09 16:17:14,10.35,107.08,82.89,79,100,9.46
384,Ulladulla,AU,2020-07-09 16:17:14,-35.35,150.47,51.8,87,100,6.93
385,Bilibino,RU,2020-07-09 16:15:41,68.05,166.44,56.25,88,100,6.38
386,Aguadilla,PR,2020-07-09 16:17:15,18.43,-67.15,89.01,67,1,10.29
387,Kysyl-Syr,RU,2020-07-09 16:15:13,63.9,122.76,62.01,61,100,6.78
388,Muroto,JP,2020-07-09 16:17:15,33.28,134.15,75.25,92,100,13.2
389,Radis,TN,2020-07-09 16:15:18,36.77,10.28,80.6,57,20,13.87
390,Adrar,MR,2020-07-09 16:15:24,20.5,-10.07,109.65,6,3,16.06
391,Roncesvalles,CO,2020-07-09 16:17:17,4.01,-75.6,75.2,78,40,4.7
392,Serra Talhada,BR,2020-07-09 16:17:17,-7.99,-38.3,86.99,40,16,7.96
393,Henderson,US,2020-07-09 16:14:51,36.04,-114.98,89.6,10,1,3.36
394,Salinopolis,BR,2020-07-09 16:12:34,-0.61,-47.36,87.3,60,32,9.4
395,Conceicao Das Alagoas,BR,2020-07-09 16:17:17,-19.91,-48.39,74.05,56,85,2.98
396,Nome,US,2020-07-09 16:17:18,64.5,-165.41,51.8,87,75,6.93
397,Iralaya,HN,2020-07-09 16:17:18,15.0,-83.23,78.8,94,90,11.41
398,Juneau,US,2020-07-09 16:17:18,58.3,-134.42,55.0,93,90,11.41
399,Mnogovershinnyy,RU,2020-07-09 16:17:12,53.94,139.92,47.8,100,100,3.18
400,Londoko,RU,2020-07-09 16:17:18,49.03,131.98,53.53,97,45,0.63
401,Banda Aceh,ID,2020-07-09 16:17:19,5.56,95.32,80.46,73,100,2.19
402,Vavozh,RU,2020-07-09 16:17:19,56.78,51.93,77.47,82,17,5.86
403,Oktyabrskoye,RU,2020-07-09 16:17:19,43.06,44.74,77.0,69,100,4.47
404,Krasnoselkup,RU,2020-07-09 16:17:19,65.7,82.47,60.89,65,80,23.15
405,Durango,MX,2020-07-09 16:12:37,24.83,-104.83,74.37,46,9,2.08
406,Kapitanivka,UA,2020-07-09 16:17:20,48.92,31.72,65.53,76,89,6.02
407,Talcahuano,CL,2020-07-09 16:14:25,-36.72,-73.12,50.0,100,90,14.99
408,Dicabisagan,PH,2020-07-09 16:17:20,17.08,122.42,81.21,80,63,6.89
409,Muros,ES,2020-07-09 16:17:20,42.78,-9.06,79.0,37,0,13.0
410,Bria,CF,2020-07-09 16:17:21,6.54,21.99,77.16,89,100,1.21
411,Pyaozerskiy,RU,2020-07-09 16:17:21,65.83,31.17,61.09,75,100,5.17
412,Hun,LY,2020-07-09 16:17:21,29.13,15.95,96.84,18,0,10.89
413,Mehamn,NO,2020-07-09 16:17:21,71.04,27.85,48.2,81,75,14.99
414,Valls,ES,2020-07-09 16:17:21,41.29,1.25,84.2,62,20,3.36
415,Vanimo,PG,2020-07-09 16:17:22,-2.67,141.3,78.26,86,92,7.14
416,Quatre Cocos,MU,2020-07-09 16:17:22,-20.21,57.76,71.6,60,20,16.11
417,Ornskoldsvik,SE,2020-07-09 16:17:23,63.29,18.72,60.8,51,92,2.24
418,Laguna,US,2020-07-09 16:17:23,38.42,-121.42,71.6,60,1,3.36
419,San Nicolas,PH,2020-07-09 16:17:23,18.17,120.6,81.66,78,100,4.05
420,Gao,ML,2020-07-09 16:17:23,16.64,1.64,104.31,16,68,14.34
421,Cacador,BR,2020-07-09 16:17:24,-26.78,-51.02,55.38,53,3,4.32
422,Zhezkazgan,KZ,2020-07-09 16:17:24,47.8,67.71,80.44,31,1,14.92
423,Nampula,MZ,2020-07-09 16:17:24,-15.12,39.27,78.8,50,75,6.93
424,Nemuro,JP,2020-07-09 16:17:24,43.32,145.57,57.76,97,31,2.95
425,Oksbol,DK,2020-07-09 16:17:24,55.63,8.29,63.0,59,55,9.17
426,Mangan,IN,2020-07-09 16:17:25,27.52,88.53,77.0,61,99,0.56
427,Nakhon Si Thammarat,TH,2020-07-09 16:17:25,8.43,99.97,76.84,86,100,4.5
428,Kokopo,PG,2020-07-09 16:17:25,-4.35,152.26,77.23,82,70,6.85
429,Oksfjord,NO,2020-07-09 16:17:25,70.24,22.35,60.01,81,13,11.41
430,Hami,CN,2020-07-09 16:15:37,42.8,93.45,82.29,18,11,16.78
431,Changtu,CN,2020-07-09 16:17:26,42.78,124.1,67.35,63,0,5.77
432,Praxedis Guerrero,MX,2020-07-09 16:17:26,31.37,-106.02,93.99,16,5,10.29
433,Erenhot,CN,2020-07-09 16:17:26,43.65,111.98,71.6,59,15,15.12
434,Svetlogorsk,BY,2020-07-09 16:17:26,52.63,29.73,65.75,66,2,7.09
435,Dargaville,NZ,2020-07-09 16:17:26,-35.93,173.88,44.15,81,0,2.95
436,Erdenet,MN,2020-07-09 16:17:27,49.03,104.08,51.26,91,100,7.18
437,Tiksi,RU,2020-07-09 16:17:27,71.69,128.87,33.69,94,100,8.86
438,Shemursha,RU,2020-07-09 16:17:27,54.89,47.52,78.08,68,14,13.09
439,Killarney,IE,2020-07-09 16:17:27,52.05,-9.52,60.8,72,20,9.17
440,Oistins,BB,2020-07-09 16:16:42,13.07,-59.53,87.8,62,20,21.92
441,Ostrovnoy,RU,2020-07-09 16:17:28,68.05,39.51,53.58,92,97,3.71
442,Vodnyy,RU,2020-07-09 16:17:28,63.5,53.41,87.71,43,0,5.28
443,Kieta,PG,2020-07-09 16:17:28,-6.22,155.63,79.97,78,100,7.76
444,Mwanga,TZ,2020-07-09 16:17:29,-4.8,38.2,71.46,79,27,6.73
445,Kaitangata,NZ,2020-07-09 16:17:29,-46.28,169.85,48.0,73,58,7.0
446,Iranshahr,IR,2020-07-09 16:17:29,27.2,60.68,107.6,15,40,6.93
447,Petatlan,MX,2020-07-09 16:17:29,17.52,-101.27,82.4,69,75,3.36
448,Alice,US,2020-07-09 16:17:30,27.75,-98.07,91.4,62,75,14.99
449,Rurrenabaque,BO,2020-07-09 16:17:30,-14.44,-67.53,73.38,65,99,3.29
450,Macheng,CN,2020-07-09 16:15:03,31.18,115.03,81.0,91,71,2.64
451,Klaksvik,FO,2020-07-09 16:16:20,62.23,-6.59,53.6,71,100,13.87
452,Mana,GF,2020-07-09 16:17:30,5.66,-53.78,82.92,76,75,5.26
453,Yenagoa,NG,2020-07-09 16:17:31,4.92,6.26,78.15,87,100,7.65
454,Maragogi,BR,2020-07-09 16:17:31,-9.01,-35.22,78.78,80,30,6.98
455,Hermagor,AT,2020-07-09 16:17:31,46.63,13.37,77.0,50,74,1.12
456,Iqaluit,CA,2020-07-09 16:17:31,63.75,-68.51,42.8,93,90,6.93
457,Chiredzi,ZW,2020-07-09 16:17:31,-21.05,31.67,66.78,60,1,6.38
458,Escarcega,MX,2020-07-09 16:17:32,18.61,-90.75,90.07,47,2,5.03
459,Walvis Bay,NA,2020-07-09 16:17:32,-22.96,14.51,62.6,63,3,10.29
460,Noumea,NC,2020-07-09 16:14:55,-22.28,166.46,69.01,77,90,8.05
461,Guerrero Negro,MX,2020-07-09 16:17:32,27.98,-114.06,72.79,62,37,6.22
462,Lasa,IT,2020-07-09 16:17:33,46.62,10.7,69.8,56,64,6.93
463,Pravia,ES,2020-07-09 16:17:33,43.49,-6.15,72.0,73,20,6.93
464,Breznice,CZ,2020-07-09 16:17:33,49.56,13.95,78.01,100,92,7.52
465,Kuandian,CN,2020-07-09 16:17:33,40.73,124.78,64.65,84,100,3.51
466,Brae,GB,2020-07-09 16:17:34,60.4,-1.35,55.4,82,20,8.05
467,Aripuana,BR,2020-07-09 16:17:34,-9.17,-60.63,93.92,30,0,4.45
468,Ketchikan,US,2020-07-09 16:17:34,55.34,-131.65,59.0,82,90,13.87
469,Anloga,GH,2020-07-09 16:17:34,5.79,0.9,82.4,74,20,13.87
470,Beipiao,CN,2020-07-09 16:17:35,41.79,120.78,67.51,54,95,2.8
471,Dongkan,CN,2020-07-09 16:17:35,34.0,119.83,68.25,96,1,4.68
472,Flinders,AU,2020-07-09 16:17:35,-34.58,150.86,55.0,90,100,1.01
473,Greenville,US,2020-07-09 16:17:35,35.61,-77.37,86.0,66,40,13.87
474,Boa Vista,BR,2020-07-09 16:17:36,2.82,-60.67,86.0,58,75,6.93
475,Waddan,LY,2020-07-09 16:15:11,29.16,16.14,96.51,19,0,11.23
476,Sao Joao Da Barra,BR,2020-07-09 16:17:36,-21.64,-41.05,87.8,37,0,9.17
477,Pisco,PE,2020-07-09 16:17:36,-13.7,-76.22,64.0,77,90,4.7
478,Alice Springs,AU,2020-07-09 16:17:28,-23.7,133.88,52.0,38,0,4.7
479,Nizhniy Baskunchak,RU,2020-07-09 16:17:37,48.22,46.83,84.83,46,100,17.49
480,Dongsheng,CN,2020-07-09 16:17:37,39.82,109.98,73.27,43,1,10.22
481,Abnub,EG,2020-07-09 16:17:37,27.27,31.15,98.6,23,0,16.11
482,Camacha,PT,2020-07-09 16:17:37,33.08,-16.33,73.4,64,40,14.99
483,Kangaatsiaq,GL,2020-07-09 16:17:37,68.31,-53.46,44.6,95,100,10.47
484,Nicoya,CR,2020-07-09 16:17:38,10.15,-85.45,87.8,62,75,10.29
485,Los Alamos,US,2020-07-09 16:17:38,35.89,-106.31,82.0,14,1,6.93
486,Jiayuguan,CN,2020-07-09 16:17:38,39.82,98.3,75.27,17,0,6.93
487,Chicama,PE,2020-07-09 16:17:39,-7.84,-79.15,70.84,57,88,9.53
488,Benghazi,LY,2020-07-09 16:17:39,32.12,20.07,80.2,64,0,23.17
489,Shaunavon,CA,2020-07-09 16:17:39,49.65,-108.42,60.24,63,12,12.46
490,Imuris,MX,2020-07-09 16:17:39,30.78,-110.87,89.01,50,49,5.01
491,Sept-Iles,CA,2020-07-09 16:17:39,50.2,-66.38,64.4,88,90,6.93
492,Kaoma,ZM,2020-07-09 16:17:40,-14.78,24.8,72.25,30,0,3.36
493,Bentiu,SS,2020-07-09 16:17:40,9.23,29.83,82.78,63,100,3.04
494,Jiuquan,CN,2020-07-09 16:17:40,39.74,98.52,76.5,16,0,8.7
495,Sopelana,ES,2020-07-09 16:17:40,43.38,-2.98,77.0,65,40,10.29
496,Bull Savanna,JM,2020-07-09 16:17:40,17.89,-77.59,85.26,69,63,18.1
497,Coquimbo,CL,2020-07-09 16:14:32,-29.95,-71.34,55.4,66,0,8.05
498,Olga,RU,2020-07-09 16:17:41,43.74,135.29,60.89,89,8,3.94
499,Grand Gaube,MU,2020-07-09 16:17:41,-20.01,57.66,71.01,64,39,5.01
500,Westport,US,2020-07-09 16:15:09,41.14,-73.36,88.0,62,1,6.93
501,Wonthaggi,AU,2020-07-09 16:17:42,-38.6,145.59,46.99,91,100,6.46
502,Namibe,AO,2020-07-09 16:16:29,-15.2,12.15,71.6,73,0,13.87
503,Lucero,PH,2020-07-09 16:17:42,16.41,119.91,85.21,73,79,4.76
504,Del Rio,US,2020-07-09 16:17:43,29.36,-100.9,89.6,59,90,13.87
505,Jasper,US,2020-07-09 16:17:43,37.2,-94.35,69.01,88,75,3.36
506,Lolodorf,CM,2020-07-09 16:17:43,3.23,10.73,76.87,87,90,4.36
507,Tiarei,PF,2020-07-09 16:17:43,-17.53,-149.33,69.8,77,20,3.36
508,Schattdorf,CH,2020-07-09 16:17:43,46.87,8.65,82.4,42,71,8.05
509,Atar,MR,2020-07-09 16:17:44,20.52,-13.05,114.51,5,51,27.31
510,Praia,CV,2020-07-09 16:17:44,14.92,-23.51,86.0,62,20,16.11
511,Hermiston,US,2020-07-09 16:17:44,45.84,-119.29,70.0,45,1,16.11
512,Vao,NC,2020-07-09 16:17:44,-22.67,167.48,67.68,76,16,23.8
513,Morehead,US,2020-07-09 16:17:45,37.27,-87.18,87.01,62,1,4.68
514,Opuwo,NA,2020-07-09 16:17:45,-18.06,13.84,77.56,15,0,10.63
515,San-Pedro,CI,2020-07-09 16:17:45,4.75,-6.64,77.81,85,85,11.79
516,Aksu,CN,2020-07-09 16:17:45,41.12,80.26,78.1,28,88,8.14
517,Avera,US,2020-07-09 16:17:46,33.19,-82.53,82.99,83,75,5.82
518,Aanekoski,FI,2020-07-09 16:17:46,62.69,25.82,66.0,58,99,11.41
519,Wladyslawowo,PL,2020-07-09 16:17:46,54.79,18.4,66.99,56,96,7.99
520,Siparia,TT,2020-07-09 16:17:46,10.13,-61.5,88.0,62,75,14.99
521,Denton,US,2020-07-09 16:15:08,33.2,-97.13,90.0,62,20,16.11
522,Along,IN,2020-07-09 16:17:47,28.17,94.77,75.04,91,100,2.75
